what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513322958863
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513322961376
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1513322966250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1513322966342
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1513322966763
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1513322968254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1513322969157
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513322972732
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513323065455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513323068918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513323084490
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513323101845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324027557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324030704
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1513324033555
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324033628
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324034619
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324045985
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324047629
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324049812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324051019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324052267
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324056371
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324255419
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1513324261221
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1513324262975
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324264939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324305510
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324307229
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324646636
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324654471
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324679498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1513324685779
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1513324688887
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1513324689353
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1513324689417
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1513324689536
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1513324689561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324691193
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324692514
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324718191
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324718384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324720305
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1513324721318
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1513324725937
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1513324732521
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1513324739633
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1513324765326
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1513324768676
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324793367
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324802772
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1513324803309
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1513324804296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324810711
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324812312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1513324812358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324813677
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324814576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324814706
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324903039
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1513324907174
started,bundle,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets",1513324909559
started,bundle,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef",1513324909575
started,bundle,org.eclipse.draw2d,3.6.2.v20110128-0100,"org.eclipse.draw2d",1513324909602
opened,view,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1513324910098
activated,view,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1513324910169
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1513324911626
closed,view,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1513324911635
started,bundle,org.eclipse.datatools.connectivity,1.2.2.v201010220354,"org.eclipse.datatools.connectivity",1513324912434
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.1.v201010211415,"org.eclipse.datatools.connectivity.ui",1513324912438
started,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.ui.dse",1513324912439
started,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201006242214,"org.eclipse.datatools.enablement.ingres.ui",1513324912450
started,bundle,org.eclipse.datatools.connectivity.sqm.core,1.2.1.v201010090204,"org.eclipse.datatools.connectivity.sqm.core",1513324912519
started,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.0.v201002281800,"org.eclipse.datatools.connectivity.sqm.core.ui",1513324912528
opened,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1513324912574
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1513324912585
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1513324914440
closed,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1513324914446
opened,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1513324915314
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1513324915328
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1513324916696
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1513324916703
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1513324916714
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.AllMarkersView",1513324917553
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1513324920050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324935563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324968673
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1513324968909
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1513324969027
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1513324969667
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1513324973484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324974895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513324975090
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325000943
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325021898
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1513325112737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325112759
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325116274
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325242160
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325246823
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1513325254597
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325258138
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325265027
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1513325265374
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1513325265483
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1513325265533
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1513325266368
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1513325272134
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1513325273520
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1513325274757
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1513325282181
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1513325287794
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1513325291452
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1513325293891
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1513325304515
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1513325306350
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1513325309962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325312052
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325322558
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325327331
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325359228
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325360990
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325475965
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1513325478050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325480580
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325486620
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1513325488110
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1513325497177
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1513325498594
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1513325506807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325512446
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325530760
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1513325535662
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325537265
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325563678
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325586094
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325602268
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1513325602320
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1513325602424
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1513325602424
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1513325612276
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1513325612281
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1513325612305
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1513325612306
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1513325612547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325617603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325632728
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325635226
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325643289
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325645391
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325649563
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325651019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325656655
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325657602
started,bundle,org.eclipse.wst.common.modulecore.ui,1.0.4.v201101101700,"org.eclipse.wst.common.modulecore.ui",1513325661632
started,bundle,org.eclipse.jst.common.ui,1.0.3.v201101101700,"org.eclipse.jst.common.ui",1513325661682
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325677786
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325678567
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325789210
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1513325790248
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1513325793686
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1513325794389
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325796736
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325817840
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325823779
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325840082
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325852329
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325878836
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1513325892119
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325899627
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513325901049
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513326089843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513326091099
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513326092379
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513326138825
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513326250978
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513326591831
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513326608777
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513327940807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513327958811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513327995698
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513327998289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328001501
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328002874
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328261329
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1513328299713
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328316656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328326080
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328328008
error,log,,,"Internal Error",1513328330520
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328353915
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328358321
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1513328585241
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328585330
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328590817
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328616228
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1513328616701
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328616822
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328619050
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328619103
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328619410
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328621903
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1513328622420
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1513328622917
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1513328622918
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1513328622920
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1513328622922
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1513328622927
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1513328622929
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1513328622933
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1513328622934
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1513328622937
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1513328622941
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1513328622941
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1513328622946
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1513328622948
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1513328622950
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1513328622951
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1513328622951
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1513328622952
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1513328622953
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1513328622953
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1513328622954
stopped,bundle,org.eclipse.jst.server.ui,1.1.101.v20100823b,"org.eclipse.jst.server.ui",1513328622956
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1513328622956
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1513328622956
